Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length
2017-11-25,"Cloud Tower",5.12a,"w/ momo",https://www.mountainproject.com/route/105732386/cloud-tower,6,"Cloud Tower > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada",3.9,4,Lead,Onsight,Trad,5.11c,810
2017-11-22,"Black Orpheus",5.9+,,https://www.mountainproject.com/route/105732809/black-orpheus,8,"Black Orpheus Amphitheater > 12-Oak Creek Canyon > Red Rock > Southern Nevada > Nevada",3.3,3,Lead,,Trad,,1500
2017-11-19,Doub-Griffith,5.11c,"with Andy",https://www.mountainproject.com/route/105753319/doub-griffith,3,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.9,4,,,Trad,,
2017-11-13,Resonated,V8+,,https://www.mountainproject.com/route/106669318/resonated,1,"Water Rock > Eldorado Canyon Bouldering > Eldorado Canyon SP > Boulder > Colorado",3.7,4,,,Boulder,V7-8,16
2017-10-31,Undervalued,5.10a,,https://www.mountainproject.com/route/105758494/undervalued,1,"New Economy Cliff > Clear Creek Canyon > Golden > Colorado",1.8,2,,,Sport,,75
2017-10-31,"Buy Low, Sell High",5.11c,,https://www.mountainproject.com/route/105756745/buy-low-sell-high,1,"New Economy Cliff > Clear Creek Canyon > Golden > Colorado",2.5,3,,,Sport,,90
2017-10-23,"Trip to the Vet",5.10+,,https://www.mountainproject.com/route/105717919/trip-to-the-vet,1,"(CLOSED - SPRING 2018 RAPTOR NESTING) - Cat Wall > Indian Creek > Moab Area > Utah",2.9,3,,,"Trad, TR",,100
2017-10-23,Catsup,5.10-,,https://www.mountainproject.com/route/105818211/catsup,1,"(CLOSED - SPRING 2018 RAPTOR NESTING) - Cat Wall > Indian Creek > Moab Area > Utah",2.1,2,,,Trad,,65
2017-10-23,"Sparkling Schloob",5.9+,,https://www.mountainproject.com/route/107333418/sparkling-schloob,1,"Sparks Wall > Indian Creek > Moab Area > Utah",3.3,4,,,Trad,,115
2017-10-23,"Jupiter Crack",5.11,,https://www.mountainproject.com/route/107516399/jupiter-crack,1,"Sparks Wall > Indian Creek > Moab Area > Utah",3.9,4,,,Trad,5.10+,130
2017-10-15,"Kool Cat",5.11,,https://www.mountainproject.com/route/105718054/kool-cat,1,"(CLOSED - SPRING 2018 RAPTOR NESTING) - Cat Wall > Indian Creek > Moab Area > Utah",3.2,3,,,Trad,,90
2017-10-15,Puma,5.11+,,https://www.mountainproject.com/route/105717775/puma,1,"(CLOSED - SPRING 2018 RAPTOR NESTING) - Cat Wall > Indian Creek > Moab Area > Utah",3.4,4,,,Trad,,
2017-10-15,"3AM Crack",5.10,,https://www.mountainproject.com/route/105717766/3am-crack,1,"Supercrack Buttress > Indian Creek > Moab Area > Utah",3.4,4,,,Trad,,100
2017-10-15,"Incredible Hand Crack",5.10,,https://www.mountainproject.com/route/105717367/incredible-hand-crack,1,"Supercrack Buttress > Indian Creek > Moab Area > Utah",3.8,4,,,Trad,,100
